Place,First,Last,Entry,School,State,Pts -1HL,Pts -2HL,Pts,OpW,Z2,Rand -1HL,Ballots
27,Lucia,Patterson,Northwestern NP,Northwestern,IL,117.30,58.50,176.10,3.50,176.37,31.53,"W29.3,L29.1,W29.7,W29.1,W29.2,W29.7"
28,Daniel,Medina,CSU Long Beach OM,CSU Long Beach,CA,117.20,58.60,175.80,3.60,175.65,52.89,"W29.3,W29.4,L29.4,L29.2,W29.2"
29,Benjamin,Witkov,George Mason WW,George Mason,VA,117.20,58.60,175.60,4.17,175.73,10.06,"W28.8,W29.3,L29.3,W29.3,W29.6,L29.3"
30,Niranjan,Deshpande,Harvard DS,Harvard,MA,117.20,58.60,175.40,4.00,174.95,26.46,"W28.8,W29.3,W29.2,W29.4,L29.3,L29.4"
31,Lorilei,Lassen,Baylor DL,Baylor,TX,117.20,58.50,175.90,4.00,176.23,71.15,"W29.2,W29.5,W29.6,W29.3,L29.2,L29.1"
32,Jeremiah,Rimpson,Kentucky RW,Kentucky,KY,117.20,58.50,175.90,3.67,175.89,76.39,"W29.1,W29.3,W29.2,L29,W29.7,W29.6"
33,Sabarish,Ravi,UTD PR,UTD,TX,117.10,58.70,175.30,3.00,175.31,94.73,"W29.4,W29.4,L29.4,W29.3,L28.8,W29"
34,Coralynn,Yang,Emory LY,Emory,GA,117.10,58.60,175.60,3.50,176.28,40.33,"W29.1,W29.4,W29.4,L29.1,L29.3,W29.3"
35,Jeremiah,Cohn,Binghamton CK,Binghamton,NY,117.10,58.50,176.10,3.50,175.96,54.25,"W30,W29.5,W29,L29.3,L29.1,W29.2"
36,Ashley,Wright,George Mason WW,George Mason,VA,117.10,58.40,175.50,4.17,175.56,56.67,"W28.9,W29.5,L29.2,W29.2,W29.5,L29.2"
37,Jordan,Keller,West Georgia KK,West Georgia,GA,117.00,58.70,175.40,3.67,175.63,62.87,"W29.4,W29.4,W29.6,L28.8,L29.3,L28.9"
38,Riley,Reichel,UC Berkeley RM,UC Berkeley,CA,117.00,58.60,175.50,3.00,176.60,17.57,"W29,L29,W29.4,W29.5,L29.2,W29.4"
39,Owen,Owings,Kansas OW,Kansas,KS,117.00,58.50,175.80,3.50,176.06,95.17,"W29.2,L29,W29.2,W29.3,W29.3,L29.8"
40,Devin,Lai,Stanford LL,Stanford,CA,117.00,58.50,175.80,2.83,176.05,87.97,"W29.4,W29.1,L29.2,W29.3,L29.1,W29.7"
41,Omar,Darwish,Baylor DL,Baylor,TX,117.00,58.50,175.60,4.00,175.95,34.25,"W29.3,W28.9,W29.7,W29.2,L29.3,L29.2"
42,Mike,Li,Northwestern LR,Northwestern,IL,117.00,58.50,175.30,3.83,175.43,72.11,"W29.2,W29,W28.8,W29.5,L29.5,W29.3"
43,Avi,Shah,Michigan SS,Michigan,MI,117.00,58.50,175.00,3.33,175.24,15.85,"W29.4,W28.6,L29.2,W29.3,W29.2,W29.3"
44,Amanti,Washington,Kentucky RW,Kentucky,KY,117.00,58.40,175.70,3.67,175.61,64.56,"W29.2,W29.2,W28.9,L29.1,W29.5,W29.8"
45,Kate'Lynn,Shaw,Kansas SS,Kansas,KS,117.00,58.40,174.10,2.83,174.23,42.83,"L27.5,L29.3,W29.1,W29.1,W29.6,W29.5"
46,Arielle,Gearring,Michigan State GS,Michigan State,MI,117.00,58.30,175.80,3.17,175.18,14.37,"W29.1,W29,L29,W29.2,W29.8,L29.7"
47,Jared,Shirts,Emory KS,Emory,GA,116.90,58.50,175.30,4.17,175.59,6.96,"W29,W29.3,W29.3,W29.4,L29.2,L29.1"
48,Grey,Parfenoff,Iowa AP,Iowa,IA,116.90,58.40,175.60,3.50,175.92,54.28,"W29.2,W29.2,W29.2,W29.5,W29.3,W29.2"
49,Henry,Walawender,Kansas WB,Kansas,KS,116.80,58.50,174.90,4.00,175.13,82.65,"W29.3,W29.3,W29,L29.4,L28.7,L29.2"
50,Rahul,Penumetcha,UTD PR,UTD,TX,116.80,58.40,175.40,3.00,175.79,23.55,"W29.3,W29.3,L29.1,W29.5,L29.1,W29.1"
51,Lucas,Lobo,Emory LY,Emory,GA,116.80,58.40,175.30,3.50,175.83,60.03,"W29.2,W29.3,W29.5,L29,L29.1,W29.2"
52,Emmanuel,Makinde,NYU MS,NYU,NY,116.80,58.40,175.20,3.33,175.46,20.34,"W29.4,W29,W28.5,L29.1,L29.3,W29.9"
53,Austin,Davis,George Mason DG,George Mason,VA,116.70,58.30,175.10,3.67,175.94,89.81,"W29.1,W29.4,W29.3,L29.1,L29.2,L29"
54,Arnav,Aggarwal,Georgetown AC,Georgetown,DC,116.70,58.30,175.10,3.00,175.44,37.56,"L29.1,L29.4,W29.2,W29.6,W28.8,W29"
55,Emilio,Menotti,UC Berkeley RM,UC Berkeley,CA,116.70,58.30,174.90,3.00,175.85,94.69,"W28.9,L29.1,W29.3,W29.3,L29.1,W29.2"
56,Aaron,Kim,Emory KS,Emory,GA,116.70,58.20,175.20,4.17,175.58,1.15,"W29.1,W29.4,W29.1,W29.5,L29.1,L29"
57,Cyrus,Esmailzadeh,Michigan ES,Michigan,MI,116.60,58.40,174.90,3.33,175.64,58.35,"W28.9,W29.3,L29.2,W28.7,W29.6,W29.2"
58,Sebastian,Cho,Michigan CS,Michigan,MI,116.60,58.40,174.80,3.67,174.87,44.74,"L29.2,W29.2,W29,W28.7,W29.5,W29.2"
59,Jack,Pacconi,Northwestern PS,Northwestern,IL,116.60,58.40,174.40,3.67,174.65,56.59,"W29.2,W29,L29.2,W29.3,L28.5,W29.2"
60,Iman,Suleman,Kansas CS,Kansas,KS,116.60,58.30,175.00,2.17,175.15,4.01,"L29.2,L29.1,W28.9,W29.2,L29.5,W29.1"
61,Connor,Brown,Kansas WB,Kansas,KS,116.60,58.30,174.90,4.00,175.14,67.09,"W29.2,W29.2,W29.1,L29.5,L28.8,L29.1"
62,Hina,Shehzad,Michigan State GS,Michigan State,MI,116.60,58.20,175.30,3.17,174.74,97.35,"W29,W29.1,L29.1,W29.1,W29.7,L29.3"
63,Kaelyn,Wellman,Gonzaga RW,Gonzaga,WA,116.60,58.20,175.00,2.33,175.22,34.86,"L28.8,W28.9,W29.1,L29.1,L29.6,W29.5"
64,Lindsay Jade,Feinstein,Texas FL,Texas,TX,116.60,58.20,174.90,3.33,175.55,68.24,"L29.1,W29.1,W29.3,W29.1,W28.9,W29.4"
65,Judah,Jones,Dartmouth JR,Dartmouth,NH,116.53,58.20,174.96,3.80,175.68,61.82,"L29.1,L29,W29.4,W29.2,L29.1"
66,Michael,Greenberg,Georgetown GT,Georgetown,DC,116.50,58.20,174.80,3.33,174.75,88.42,"L29.1,W29.1,L29.1,W29.2,W28.9,L29.4"
67,Leah,Goldberg,Dartmouth CG,Dartmouth,NH,116.40,58.30,174.40,3.00,174.82,41.39,"W29.1,L28.8,L28.7,W29.3,W29.3,W29.2"
68,Leroy,Tamfu,Georgetown GT,Georgetown,DC,116.40,58.20,174.90,3.33,174.49,4.26,"L29,W29,L29.2,W29.8,W28.7,L29.2"
69,Lenox,Leverett,Wake Forest LW,Wake Forest,NC,116.40,58.20,174.70,3.33,175.05,77.07,"W29.2,L29.1,W28.9,W29,L29.1,W29.4"
70,Miguel,Molina Chavez,Wichita State GM,Wichita State,KS,116.40,58.20,174.40,3.33,174.23,71.23,"W29.3,W28.6,L29.2,W28.9,L29.4,W29"
71,Sanjith,Geevarghese,Emory GM,Emory,GA,116.40,58.10,174.90,3.33,175.10,24.88,"W29.1,W29,L29,W28.8,L29.7,W29.3"
72,Jack,Kampine,Wake Forest SK,Wake Forest,NC,116.40,58.10,174.80,3.00,173.91,60.05,"W29.4,L28.9,L28.9,W29.2,L28.8,W29.6"
73,Jayden,Cunningham,Liberty CL,Liberty,VA,116.40,57.80,174.90,3.00,175.04,48.37,"L28.6,L29.1,W30,W28.5,W28.7,L30"
74,Kento,Taylor,Emory TT,Emory,GA,116.30,58.20,174.60,3.50,174.68,66.15,"W29.1,L29,W29.1,W29,W29.3,L29.1"
75,Anastasia,Keeler,Baylor BK,Baylor,TX,116.30,58.20,174.50,3.00,174.55,88.36,"L29,L29.1,W28.9,L29.1,W29.1,L29.3"
76,Rishi,Shetty,Michigan ES,Michigan,MI,116.30,58.10,174.60,3.33,175.13,38.49,"W29.1,W29.2,L29,W28.8,W29.5,W29"
77,Spencer,Benton,Baylor BK,Baylor,TX,116.30,58.10,174.50,3.00,174.38,88.83,"L29.1,L29.3,W29,L29,W29.2,L28.9"
78,Marianne,Griffith,Wichita State GM,Wichita State,KS,116.20,58.30,174.20,3.33,174.03,84.92,"W29.2,W28.7,L29.3,W28.7,L29.2,W29.1"
79,Glen,Scully,Michigan State JS,Michigan State,MI,116.20,58.10,173.90,3.17,173.71,7.54,"W29,L28.8,W29.3,L28.3,W29.4,L29.1"
80,Nico,Neal,Missouri State NS,Missouri State,MO,116.20,58.00,174.70,3.00,174.55,50.52,"L29,L29,W29.2,W29,W29.6,L28.9"
81,Ben,Saudek,Michigan CS,Michigan,MI,116.20,58.00,174.40,3.67,174.44,56.08,"L28.6,W28.9,W29.1,W28.9,W29.6,W29.3"
82,Sachin,Aggarwal,Emory AS,Emory,GA,116.20,58.00,174.30,3.40,174.04,97.49,"L29,W28.9,L28.8,W29,W29.3,L29.3"
83,Michael,Lee,Northwestern LW,Northwestern,IL,116.20,57.90,174.40,3.60,174.40,99.47,"W29.4,L28.5,W29,W29.7,W28.9,L28.9"
84,Isabella,Foster,Michigan State FM,Michigan State,MI,116.10,58.20,174.00,2.67,174.37,98.63,"W29.1,W28.8,L28.8,L29.1,W29.1,W29.1"
85,Max,Ulven,Kansas AU,Kansas,KS,116.10,58.10,174.40,3.50,174.55,10.94,"W29,W28.9,L29.1,W28.9,W29.4,L29.1"
86,Jayden,Sampat,Wake Forest SK,Wake Forest,NC,116.10,58.10,174.30,3.00,173.54,33.29,"W29.1,L28.7,L29,W29.1,L28.9,W29.5"
87,Kavinayashri,Chidambaranathan,Kansas CS,Kansas,KS,116.10,58.10,174.10,2.17,173.88,50.12,"L29.1,L29,W28.7,W29.1,L29.3,W28.9"
88,Ethan,Tai,Emory TT,Emory,GA,116.10,58.10,174.00,3.50,174.02,11.63,"W28.9,L29.1,W29,W29.1,W29.1,L28.8"
89,Ahsan,Tahirkheli,Northwestern AT,Northwestern,IL,116.10,58.10,173.90,3.67,174.62,82.53,"W29.3,W28.5,L29.1,W28.9,L29.1,W29"
90,Ilan,Boguslavsky,UC Berkeley UB,UC Berkeley,CA,116.10,58.10,173.60,3.00,174.33,79.31,"W29,W28.8,L29.2,L29.1,L28.3,W29.2"
91,Gautam,Chamarthy,Michigan CC,Michigan,MI,116.10,58.00,174.20,3.50,175.04,4.81,"W28.8,L29.3,W29.2,W28.9,L29.1,L28.9"
92,Samantha,Low,Texas FL,Texas,TX,116.10,58.00,174.20,3.33,174.30,72.02,"L29,W28.9,W29,W29.2,W28.6,W29.5"
93,Jordan,Brown,Wake Forest AB,Wake Forest,NC,116.10,58.00,173.90,2.67,173.82,86.81,"L28.4,W29.4,L28.9,W29,L29.2,W29"
94,Raleigh,Maxwell,Emory GM,Emory,GA,116.10,57.80,174.40,3.33,174.83,64.52,"W28.9,W28.9,L28.9,W28.9,L29.4,W29.4"
95,Eunji,Carpenter,Dartmouth BC,Dartmouth,NH,116.00,58.00,174.30,3.33,174.31,82.25,"L28.8,W29.5,W29,L28.9,W29.1,W29"
96,Sheima,Ben-Abdallah,Dartmouth BC,Dartmouth,NH,116.00,58.00,174.30,3.33,173.94,3.49,"L29,W29.1,W28.9,L28.8,W29,W29.5"
97,Asra,June,Kansas JB,Kansas,KS,116.00,58.00,174.30,2.83,174.66,79.48,"W28.9,W29.2,L29.1,L28.8,W28.8,W29.5"
98,Joseph-Charles,D'Antuono,UTD DD,UTD,TX,116.00,58.00,174.20,3.33,174.17,72.49,"W29.3,L29,W29,L28.9,W29,W29"
99,Sebastian,Rao,Dartmouth JR,Dartmouth,NH,116.00,58.00,174.12,3.80,174.62,68.71,"L28.9,L29.1,W28.9,W29,L29.2"
100,Claire,Ain,Kansas AU,Kansas,KS,116.00,58.00,174.10,3.50,174.34,89.16,"W28.8,W29,L29.2,W28.8,W29,L29.3"
101,Buck,Arney,Northwestern AT,Northwestern,IL,116.00,58.00,174.00,3.67,174.77,19.95,"W29.4,W28.6,L29,W29,L28.9,W29.1"
102,Ashley,King,Binghamton CK,Binghamton,NY,116.00,58.00,174.00,3.50,174.09,66.33,"W29,W29.1,W28.9,L29,L28.9,W29.1"
103,Jessica,Dickey,UTD DD,UTD,TX,116.00,58.00,174.00,3.33,174.18,63.36,"W29.2,L29.1,W28.9,L28.8,W29.1,W28.9"
104,Nate,Boyle,Kansas JB,Kansas,KS,116.00,58.00,174.00,2.83,174.38,0.42,"W28.8,W29.1,L29,L28.9,W29,W29.2"
105,Mary,Mbye,Wake Forest MP,Wake Forest,NC,115.90,58.00,173.80,4.00,174.49,27.06,"L29,W28.5,W29.3,W29,W29.4,L28.6"
106,Johnny,Stumpff,Emory AS,Emory,GA,115.90,58.00,173.80,3.40,173.17,60.11,"L28.9,W28.8,L28.7,W29.1,W29.1,L29.2"
107,Evan,Siever,Missouri State NS,Missouri State,MO,115.90,57.90,174.10,3.00,173.49,59.43,"L28.9,L29.1,W29,W28.9,W29.4,L28.8"
108,Kalina,Namikas,Wake Forest HN,Wake Forest,NC,115.90,57.90,174.00,2.83,173.90,86.11,"L28.4,L28.9,W29,W29.1,W29.7,L28.9"
109,Everett,Roe,Gonzaga RW,Gonzaga,WA,115.90,57.90,174.00,2.33,173.58,99.19,"L28.7,W28.8,W29,L28.9,L29.4,W29.2"
110,Ademoreoluwa,Aderibigbe,Wake Forest AB,Wake Forest,NC,115.90,57.90,173.90,2.67,173.48,53.69,"L28.9,W29.2,L28.8,W28.9,L29,W29.1"
111,Ryan,Peters,Wake Forest MP,Wake Forest,NC,115.90,57.90,173.80,4.00,174.31,44.93,"L28.8,W28.8,W29.2,W29.1,W29.2,L28.7"
112,Will,Cannaday,Emory CS,Emory,GA,115.90,57.90,173.80,3.17,173.80,25.24,"L29.1,W29.3,W29.2,L28.6,W28.8,L28.8"
113,Jerry,Chen,Michigan CC,Michigan,MI,115.80,58.00,173.60,3.50,174.05,95.05,"W28.7,L29.1,W29.1,W29,L29,L28.7"
114,Aaly,Nanji,Georgetown LN,Georgetown,DC,115.80,57.90,173.90,3.17,173.55,37.62,"L28.9,L28.9,W29,W29,L28.8,L29.3"
115,Henry,Martin,Michigan State FM,Michigan State,MI,115.80,57.90,173.90,2.67,174.35,2.73,"W29,W28.9,L28.9,L29.2,W29,W28.9"
116,Kavneer,Majhail,Dartmouth MR,Dartmouth,NH,115.80,57.90,173.80,2.83,174.68,68.52,"L28.6,W28.9,W29.1,L28.8,W29,W29.4"
117,Seiji,Aoki,"Harvard/Massachusetts, Amherst AL",Harvard,MA,115.80,57.90,173.70,2.50,173.02,91.71,"L29,W29,L29.1,L28.9,W28.8,W28.9"
118,Harris,Chaudhry,Kansas FC,Kansas,KS,115.80,57.90,173.60,2.83,174.00,56.48,"W28.9,W28.4,L29.4,L29,L29.1,W28.8"
119,Zaria,Jarman,Michigan State JS,Michigan State,MI,115.80,57.90,173.50,3.17,172.73,71.34,"W28.7,L28.9,W29.2,L28.5,W29,L29.2"
120,Destiny,Hale,Wake Forest HN,Wake Forest,NC,115.80,57.80,174.30,2.83,174.13,68.68,"L28.7,L28.8,W29.2,W29,W29.8,L28.8"
121,James,Kennon,West Georgia KK,West Georgia,GA,115.70,57.90,173.60,3.67,173.57,37.61,"W29,W29.2,W29.1,L28.7,L28.9,L28.7"
122,Vaden,Kumar,Western Kentucky KN,Western Kentucky,KY,115.70,57.90,173.60,3.17,173.74,38.39,"W28.5,L29.1,W29.1,W29.4,L28.8,L28.7"
123,Ari,Arceo,Northwestern AK,Northwestern,IL,115.70,57.90,173.50,3.67,173.85,60.91,"L28.8,W29,W28.8,W28.9,W29,L29"
124,Carson,Bath,Kansas BM,Kansas,KS,115.70,57.80,173.90,3.33,174.62,11.61,"W29.2,L28.7,W29.5,L29,W28.8,W28.7"
125,Anuj,Jain,NYU JT,NYU,NY,115.70,57.80,173.80,3.00,173.54,72.72,"L29,W29.3,L28.8,W28.8,W29.1,L28.8"
126,Luke,Lastelick,Georgetown LN,Georgetown,DC,115.70,57.80,173.70,3.17,173.24,54.64,"L28.8,L28.8,W29.1,W28.9,L28.9,L29.2"
127,Michael,Ross,Dartmouth MR,Dartmouth,NH,115.70,57.80,173.70,2.83,174.77,44.53,"L28.7,W28.8,W29,L28.7,W29.2,W29.3"
128,Eshkar,Kaidar-Heafetz,Georgia CK,Georgia,GA,115.70,57.70,173.80,3.00,174.20,9.55,"W29.3,L28.8,L28.8,W29.2,L28.8,W28.9"
129,Samuel,Weisz,Northwestern LW,Northwestern,IL,115.70,57.70,173.70,3.60,173.42,35.53,"W29.3,L28.4,W28.9,W29.6,W28.7,L28.8"
130,Bashir,Eltyeb,Iowa EW,Iowa,IA,115.70,57.70,173.00,2.67,173.19,84.35,"L28,W28.9,L28.8,W29.2,L28.8,W29.3"
131,Cole,Wolfe,Wake Forest LW,Wake Forest,NC,115.60,58.10,172.90,3.33,172.75,70.96,"W29.1,L28,W28.4,W29.1,L29,W29.3"
132,Isaac,Hoch,UTD HH,UTD,TX,115.60,58.00,173.10,3.00,173.45,76.33,"W28.4,W29.1,L29,L29,W29.1,L28.5"
133,Maggie,Stearns,Emory CS,Emory,GA,115.60,57.90,173.20,3.17,173.12,79.01,"L29,W29.1,W29,L28.5,W28.9,L28.7"
134,Emmalee,Layton,Liberty CL,Liberty,VA,115.60,57.80,174.10,3.00,174.36,44.94,"L28.7,L29,W29.9,W28.6,W28.8,L29.1"
135,Andrew,Jin,Harvard SJ,Harvard,MA,115.60,57.80,173.50,3.67,173.48,88.36,"L28.9,W28.9,L28.9,W28.9,L28.9,W29"
136,William,Agustin,Michigan AO,Michigan,MI,115.60,57.80,173.50,3.33,173.28,8.52,"W29.1,L29.3,W28.9,L28.6,W28.9,L28.7"
137,Callum,Theiding,NYU JT,NYU,NY,115.60,57.80,173.50,3.00,172.99,65.86,"L28.9,W29.2,L28.7,W28.9,W28.9,L28.9"
138,Nathan,Peltier,Northwestern HP,Northwestern,IL,115.60,57.80,173.04,3.20,172.48,93.38,"W28.4,L28.8,L29.1,W29,L28.9"
139,Megan,Klingler,Georgetown KL,Georgetown,DC,115.60,57.80,172.92,2.60,171.19,61.57,"L28.9,L28.9,L28.3,W29.1,W28.9"
140,Rose,Bilicki,Iowa BS,Iowa,IA,115.50,57.80,173.60,2.17,173.59,91.89,"L28.9,L28.9,W28.8,L28.9,L28.7,W29.4"
141,Maryclare,Nestor,Northwestern NP,Northwestern,IL,115.50,57.80,173.50,3.50,173.54,11.36,"W29.1,L28.8,W28.5,W28.6,W29,W29.5"
142,Sean,McConnell,Kansas BM,Kansas,KS,115.50,57.80,173.40,3.33,173.61,61.18,"W28.8,L28.6,W29.3,L29.1,W29,W28.6"
143,Riley,Ney,Western Kentucky KN,Western Kentucky,KY,115.50,57.80,173.40,3.17,173.53,31.87,"W28.6,L29,W29,W29.3,L28.7,L28.8"
144,Chase,Blaser,Kansas PB,Kansas,KS,115.50,57.80,173.30,3.33,173.06,79.93,"L29.2,W28.9,W28.9,L29,L28.6,L28.7"
145,Charlie,Hale,UTD HK,UTD,TX,115.50,57.70,173.50,2.83,173.41,45.17,"L29.3,W29,W28.9,L28.7,L28.8,W28.8"
146,Wheezy,Ervin,Kentucky ER,Kentucky,KY,115.50,57.70,173.40,2.83,172.95,55.64,"L28.6,W28.9,L29.1,L28.8,W29.3,L28.7"
147,Del,Gorman,George Mason DG,George Mason,VA,115.50,57.70,173.30,3.67,173.46,8.91,"W28.9,W28.7,W29.1,L28.8,L29,L28.8"
148,Lucy,Pace,Kansas PB,Kansas,KS,115.50,57.70,173.30,3.33,173.12,98.77,"L29.3,W28.8,W29,L28.9,L28.5,L28.8"
149,Mira,Baba,Michigan BL,Michigan,MI,115.50,57.70,173.20,2.67,172.91,79.37,"L28.9,L28.7,W29,L28.8,W29,L28.8"
150,Dash,Gilrain-Lennon,UC Berkeley SG,UC Berkeley,CA,115.50,57.70,173.00,2.83,172.50,47.74,"L28.8,L29,L28.5,W29,W28.9,L28.8"
151,Nathan,Li,Georgetown KL,Georgetown,DC,115.47,57.60,172.92,2.60,171.48,82.77,"L28.8,L28.8,L28.4,W29,W29.1"
152,Nathan,Weimar,Iowa EW,Iowa,IA,115.40,57.70,173.40,2.67,173.43,18.99,"L28.5,W29,L28.7,W29.1,L28.6,W29.5"
153,Mahintha,Karthik,UTD HK,UTD,TX,115.40,57.70,173.10,2.83,173.12,52.71,"L29.2,W28.7,W29,L28.5,L29,W28.7"
154,Taryn,Day,Kansas State RD,Kansas State,KS,115.40,57.70,173.10,2.67,172.95,9.86,"L28.6,L28.5,W29.2,L28.8,W28.9,L29.1"
155,Anna,Oehler,James Madison OM,James Madison,VA,115.40,57.70,173.00,2.00,172.85,89.19,"L28.9,L28.9,L28.8,L28.7,W28.9,W28.8"
156,Nova,Koenig,Liberty KS,Liberty,VA,115.40,57.70,172.90,2.33,173.00,38.38,"L28.9,L28.4,W28.8,W29,L29.1,W28.7"
157,Jaxson,Terreros,Kansas ST,Kansas,KS,115.40,57.60,174.00,3.00,173.90,48.52,"W28.8,W28.8,L28.8,L30,W28.6,L29"
158,Robert,Ou,Michigan AO,Michigan,MI,115.40,57.50,173.90,3.33,173.50,64.95,"W29.2,L30,W28.7,L28.7,W28.5,L28.8"
159,Nathan,Heftman,Northwestern HP,Northwestern,IL,115.33,57.60,172.80,3.20,172.26,49.59,"W28.5,L28.7,L29,W28.8,L29"
160,Adam,Humphrey,UTD HH,UTD,TX,115.30,57.80,172.90,3.00,173.31,72.08,"W28.5,W29,L29.2,L28.8,W29,L28.4"
161,Dash,Weinhardt,Gonzaga GW,Gonzaga,WA,115.30,57.70,173.00,3.50,172.62,21.48,"L28.7,L28.7,W28.8,W29,L28.9,L28.9"
162,Ben,Kleiman,Iowa KS,Iowa,IA,115.30,57.70,172.70,2.33,172.08,93.11,"W28.9,L29.1,L28.8,L28.7,W28.3,W28.9"
163,Michi,Synn,Harvard SJ,Harvard,MA,115.30,57.60,173.30,3.67,173.04,87.66,"L28.7,W28.8,L28.8,W29,L28.7,W29.3"
164,Annabeth,Lundberg,Northwestern LL,Northwestern,IL,115.30,57.60,172.90,2.83,172.50,57.03,"L28.8,W28.9,W29,L28.6,L28.8,L28.8"
165,Jamie,Levitan,"Harvard/Massachusetts, Amherst AL",Harvard,MA,115.30,57.60,172.90,2.50,171.78,38.55,"L28.8,W28.7,L28.9,L28.8,W28.9,W28.8"
166,Chase,Shockley,Western Kentucky SS,Western Kentucky,KY,115.30,57.60,172.90,2.00,172.99,65.43,"W28.8,L28.8,L28.8,L28.7,L28.9,W28.9"
167,Jaden,Campbell,Wyoming HC,Wyoming,WY,115.30,57.60,172.20,2.17,172.12,19.75,"W28.9,L29.1,L29.1,L28.7,W27.8,W28.6"
168,Reet,Taxali,George Mason RT,George Mason,VA,115.20,57.80,172.60,2.67,172.75,66.15,"L28.3,W28.9,L29,W28.9,L28.4,L29.1"
